Wall time,Step,Value
1770716786.885409,308,193.4718475341797
1770716788.2527392,309,190.354248046875
1770716806.2195153,311,228.06802368164062
1770716814.658183,314,212.66990661621094
1770716825.4964101,318,187.50726318359375
1770716828.4763145,319,208.40692138671875
1770716831.141299,320,196.5622100830078
1770716844.6044571,321,198.4442138671875
1770716849.1294224,323,227.27059936523438
1770716851.7294817,324,212.03167724609375
1770716853.020891,325,212.81402587890625
1770716855.6399753,326,208.88758850097656
1770716857.2442448,327,214.65689086914062
1770716860.3997815,328,160.0750732421875
1770716885.8959217,331,262.98114013671875
1770716889.151033,332,175.66986083984375
1770716894.3451931,334,208.8711395263672
1770716900.0496778,336,261.6657409667969
1770716904.832129,338,233.98655700683594
1770716911.4014592,340,211.16702270507812
1770716928.1155846,342,209.6302947998047
1770716930.6714404,343,226.92161560058594
1770716933.655031,344,208.35829162597656
1770716936.1928651,345,197.52569580078125
1770716940.0324156,346,211.8065643310547
1770716941.9530108,347,215.58950805664062
1770716945.2680893,348,171.33616638183594
1770716947.667136,349,263.4982604980469
1770716953.2571118,350,174.60365295410156
1770716971.1026137,352,207.05712890625
1770716975.5015485,354,229.4152069091797
1770716976.82589,355,194.3008575439453
1770716982.9428475,357,229.4385986328125
1770716987.82341,359,210.35557556152344
1770716991.7150452,360,153.7113800048828
1770717000.853575,361,233.3606414794922
1770717003.6492982,362,212.0043487548828
1770717006.4730957,363,196.9251708984375
1770717009.2882495,364,206.49993896484375
1770717013.0318382,365,230.94740295410156
1770717015.832985,366,196.46795654296875
1770717017.3049114,367,216.10476684570312
1770717019.8846803,368,213.88079833984375
1770717021.6998541,369,210.59371948242188
1770717038.4319992,371,228.90374755859375
1770717040.8632207,372,246.38027954101562
1770717045.0094903,374,227.13763427734375
1770717052.9977076,376,149.39071655273438
1770717054.4035127,377,194.5102996826172
1770717056.7072947,378,248.51531982421875
1770717058.454116,379,246.83230590820312
1770717062.08126,380,211.68856811523438
1770717076.944068,382,235.79566955566406
1770717078.6899238,383,201.46255493164062
1770717082.7410173,385,177.21673583984375
1770717085.14623,386,176.9951171875
1770717086.819363,387,178.8155517578125
1770717089.2757204,388,143.41317749023438
1770717091.421795,389,195.0659942626953
1770717108.4608283,391,244.650634765625
1770717111.1971822,392,206.83355712890625
1770717112.6551938,393,213.21975708007812
1770717115.6816537,394,185.80393981933594
1770717125.721935,399,248.1675262451172
1770717128.624362,400,247.0089111328125
1770717153.4263716,403,-376.2417297363281
1770717159.1540341,404,-374.8977355957031
1770717168.9083707,406,-399.3549499511719
1770717172.6321373,407,-359.1004333496094
1770717182.4644067,409,-379.7367858886719
1770717242.7934456,411,-407.86297607421875
1770717266.9442585,416,-404.5895080566406
1770717270.5743902,417,-398.477783203125
1770717285.0303168,420,-377.8873291015625
1770717335.3035264,421,-360.9844055175781
1770717341.185613,422,-350.1351318359375
1770717344.7123685,423,-353.9054870605469
1770717350.725458,424,-328.96435546875
1770717354.2829354,425,-318.4207458496094
1770717363.4201605,427,-285.7695617675781
1770717373.575704,429,-271.65997314453125
1770717407.639821,431,-223.89324951171875
1770717414.8540008,433,-228.14739990234375
1770717425.4550471,436,-168.74159240722656
1770717428.6883671,437,-165.2966766357422
1770717438.5121093,440,-152.8717498779297
1770717449.0675423,441,-114.59843444824219
1770717451.822338,442,-135.34556579589844
1770717453.2322273,443,-108.4195556640625
1770717458.685042,445,-109.7820053100586
1770717460.570666,446,-102.05463409423828
1770717465.897666,449,-92.40959930419922
1770717467.8771415,450,-92.05460357666016
1770717480.2297697,452,-103.66180419921875
1770717484.5482953,455,-81.81788635253906
1770717493.995429,458,-104.74076080322266
1770717494.9053037,459,-81.86659240722656
1770717496.460556,460,-91.72256469726562
1770717511.868111,461,-81.25670623779297
1770717516.109594,462,-112.5244369506836
1770717519.1330147,464,-94.02197265625
1770717521.9158309,465,-103.40833282470703
1770717526.1845071,466,-98.11266326904297
1770717529.1555786,467,-112.31578826904297
1770717531.131152,468,-77.7835922241211
1770717533.004032,469,-94.92102813720703
1770717535.295557,470,-94.99522399902344
1770717548.9803584,472,-80.31180572509766
1770717552.4444256,474,-84.65665435791016
1770717553.9116142,475,-71.73380279541016
1770717559.6849036,478,-72.23479461669922
1770717562.040394,479,-90.8805160522461
1770717582.4560206,483,-88.76173400878906
1770717587.8282247,486,-66.00493621826172
1770717589.0754948,487,-70.32228088378906
1770717591.9635136,489,-71.68389129638672
1770717593.8317523,490,-78.92669677734375
1770717603.7750328,492,-91.73561096191406
1770717606.7689452,493,-89.35184478759766
1770717610.96571,494,-107.21973419189453
1770717620.62016,497,-117.41558837890625
1770717623.8310378,498,-108.67247009277344
1770717629.5247204,500,-82.21768951416016
1770717650.2244222,504,-91.79737091064453
1770717657.9501154,507,-132.16445922851562
1770717662.4792733,508,-116.28746032714844
1770717664.747236,509,-97.5016860961914
1770717669.0118337,510,-104.05609893798828
1770717712.974241,511,-113.95967864990234
1770717717.3363507,512,-96.9892578125
1770717720.4570537,513,-114.46615600585938
1770717726.0783458,515,-119.86512756347656
1770717730.4566307,516,-106.2119140625
1770717731.4035084,517,-82.91741180419922
1770717735.3290539,518,-117.85476684570312
1770717736.665853,519,-80.52066802978516
1770717738.3741698,520,-75.45458984375
1770717746.688775,521,-86.78001403808594
1770717756.5971565,525,-70.8817367553711
1770717758.12138,526,-76.43193817138672
1770717822.401816,532,-102.1932601928711
1770717825.8266792,534,-95.45512390136719
1770717827.2764904,535,-71.89163208007812
1770717830.0307972,536,-77.11565399169922
1770717833.4152617,537,-94.92511749267578
1770717837.849841,538,-92.23505401611328
1770717839.1862636,539,-82.57190704345703
1770717841.0832753,540,-71.87679290771484
1770717866.723197,541,-74.04866027832031
1770717869.3444703,542,-83.20902252197266
1770717870.7692468,543,-83.35765075683594
1770717874.9465206,544,-88.96537017822266
1770717876.6557477,545,-68.03034973144531
1770717880.8090692,546,-86.72695922851562
1770717882.964769,547,-70.2571029663086
1770717885.0878887,548,-76.30525970458984
1770717886.8549545,549,-71.93492126464844
1770717889.3358355,550,-81.12583923339844
1770717914.2243228,552,-77.02279663085938
1770717916.7136993,553,-94.34803009033203
1770717920.8505902,554,-76.27870178222656
1770717927.6054103,556,-81.10787200927734
1770717930.5483694,558,-66.30462646484375
1770717934.140341,560,-68.61394500732422
1770717942.5734556,561,-63.004817962646484
1770717946.1025805,564,-61.607444763183594
1770717947.1812398,565,-63.3031005859375
1770717948.5193188,566,-62.50579833984375
1770717952.8936334,568,-81.53675842285156
1770717956.2507455,569,-66.23904418945312
1770717958.6026547,570,-66.0100326538086
1770717970.8363109,572,-68.947021484375
1770717975.5290358,574,-81.7116928100586
1770717977.328318,575,-76.5725326538086
1770717981.3950057,577,-75.2620620727539
1770717985.901218,578,-92.25885772705078
1770717987.4754155,579,-79.61862182617188
1770717989.6059706,580,-77.812255859375
1770717999.5913255,581,-64.31307220458984
1770718001.982242,582,-83.20879364013672
1770718003.8131146,583,-83.60638427734375
1770718006.3798058,584,-82.42695617675781
1770718007.7852237,585,-67.66548919677734
1770718012.2025104,587,-86.55595397949219
1770718014.1368656,588,-66.41810607910156
1770718015.3846722,589,-71.44512176513672
1770718034.4674203,592,-80.58707427978516
1770718036.361353,593,-96.15420532226562
1770718039.1630423,594,-74.42853546142578
1770718042.1154184,596,-76.81659698486328
1770718044.623105,597,-110.94214630126953
1770718048.9430997,598,-84.8267593383789
1770718050.291427,599,-78.2727279663086
1770718076.675953,601,-78.31800079345703
1770718081.028157,603,-68.40709686279297
1770718083.981162,604,-88.75840759277344
1770718085.0763338,605,-65.37419891357422
1770718090.0432472,607,-128.67576599121094
1770718097.1727042,609,-86.43000793457031
1770718110.483895,611,-85.89593505859375
1770718113.2626073,612,-81.08245086669922
1770718116.2708972,613,-102.10671997070312
1770718126.8100114,616,-91.16756439208984
1770718142.2578356,620,-94.51839447021484
1770718157.3651712,621,-81.75672149658203
1770718160.8304904,622,-81.23712158203125
1770718164.2049644,623,-99.53905487060547
1770718168.624737,624,-76.8494873046875
1770718176.322289,626,-82.54867553710938
1770718179.4827492,627,-101.56803894042969
1770718191.5847926,630,-85.81785583496094
1770718205.4726036,631,-95.51718139648438
1770718213.8069718,633,-98.80944061279297
1770718221.8239632,635,-97.89854431152344
1770718226.7296677,636,-94.66104125976562
1770718237.6203432,639,-75.62615203857422
1770718291.8316524,641,-81.23289489746094
1770718296.2582593,642,-79.51741790771484
1770718299.305543,643,-77.46839141845703
1770718304.5364509,645,-64.83488464355469
1770718308.4086175,646,-79.0877914428711
1770718311.8390586,647,-78.33854675292969
1770718316.1733701,648,-71.71141815185547
1770718319.4785936,649,-77.03987121582031
1770718324.05856,650,-80.50477600097656
1770718365.1206121,651,-68.76554870605469
1770718369.598099,652,-90.12943267822266
1770718371.4268181,653,-73.61093139648438
1770718385.0969474,657,-88.0897445678711
1770718389.9070685,658,-101.3410415649414
1770718397.6204324,660,-79.88493347167969
1770718416.3458498,662,-84.75870513916016
1770718419.8323398,663,-90.57037353515625
1770718424.743319,664,-92.34423065185547
1770718428.020528,665,-99.73736572265625
1770718433.2943783,666,-96.79708862304688
1770718436.6289911,667,-80.3646240234375
1770718441.3152428,668,-89.85637664794922
1770718445.1150959,669,-89.20169830322266
1770718450.303791,670,-95.65483093261719
1770718481.4294283,672,-93.98696899414062
1770718484.5976357,673,-78.52599334716797
1770718489.251369,674,-83.368408203125
1770718492.3926506,675,-71.33349609375
1770718497.4239564,676,-73.56519317626953
1770718504.937962,678,-77.68230438232422
1770718508.3907428,679,-88.56299591064453
1770718513.6118095,680,-79.6841812133789
1770718530.8298557,682,-65.01494598388672
1770718534.0168195,683,-72.04466247558594
1770718537.8768256,684,-76.91085815429688
1770718541.0211427,685,-71.16443634033203
1770718545.736928,686,-82.8443832397461
1770718548.983394,687,-75.98631286621094
1770718553.8323255,688,-95.4564437866211
1770718557.050303,689,-91.31420135498047
1770718561.867157,690,-84.45470428466797
1770718599.7419221,693,-70.2136001586914
1770718607.7442608,695,-70.24888610839844
1770718615.660189,697,-69.43891906738281
1770718629.029425,700,-73.87067413330078
1770718639.2743967,701,-83.3013687133789
1770718644.400446,702,-75.30268859863281
1770718646.9693673,703,-71.20720672607422
1770718651.67818,704,-67.67340850830078
1770718654.996027,705,-74.25920104980469
1770718659.568064,706,-59.5921745300293
1770718662.6474066,707,-63.74155807495117
1770718667.2999368,708,-64.86410522460938
1770718670.4274275,709,-54.9015007019043
1770718675.0245402,710,-66.03636169433594
1770718702.9386182,711,-61.572750091552734
1770718707.4845731,712,-61.145835876464844
1770718717.971296,715,-46.040985107421875
1770718722.4179804,716,-44.0152587890625
1770718733.6933687,719,-35.901363372802734
1770718738.0943809,720,-44.25938415527344
1770718761.7534351,722,-27.124696731567383
1770718764.295837,723,-20.423677444458008
1770718768.70872,724,-18.434072494506836
1770718771.7937622,725,18.809207916259766
1770718776.293048,726,-15.643795013427734
1770718779.516063,727,18.407461166381836
1770718791.8271253,730,22.63922119140625
1770718798.4421976,731,41.09363555908203
1770718803.0625062,732,46.01508331298828
1770718814.6851048,736,98.7856674194336
1770718817.2909732,737,92.32807922363281
1770718823.2595725,739,115.3395004272461
1770718827.1347828,740,68.76548767089844
1770718852.9036107,741,143.49685668945312
1770718856.7685132,742,109.74089050292969
1770718863.6678355,744,193.01589965820312
1770718872.2169008,747,141.2548828125
1770718876.0153062,748,140.8008270263672
1770718881.34042,750,103.40432739257812
1770718894.35107,751,133.799560546875
1770718897.4650931,752,142.9872283935547
1770718899.6340373,753,124.8236083984375
1770718902.2762148,754,135.1589813232422
1770718903.8340783,755,215.2589874267578
1770718906.6331058,756,104.11032104492188
1770718908.3131323,757,138.1258087158203
1770718914.7212887,760,72.60295104980469
1770718930.3796144,761,228.12686157226562
1770718934.3443224,763,150.82650756835938
1770718938.4878256,765,188.7334442138672
1770718941.531338,766,142.2323455810547
1770718943.437967,767,184.3822021484375
1770718946.2522926,768,171.11813354492188
1770718951.5108867,770,248.92259216308594
1770718968.6317203,771,161.70166015625
1770718971.4390967,772,159.2208709716797
1770718972.5966413,773,163.259521484375
1770718975.172982,774,244.369873046875
1770718976.3054278,775,115.65560913085938
1770718978.3059626,776,166.79031372070312
1770718981.7269924,777,135.46707153320312
1770718988.983299,780,134.39682006835938
1770719001.8128214,781,173.3197784423828
1770719009.4476721,784,111.36026000976562
1770719011.0979712,785,164.39146423339844
1770719013.880507,786,221.84422302246094
1770719017.8232064,788,207.18226623535156
1770719021.7575302,790,151.60968017578125
1770719031.884092,791,139.2073974609375
1770719034.1828463,792,172.4977569580078
1770719035.41861,793,154.67178344726562
1770719037.6869957,794,233.35218811035156
1770719039.0215268,795,163.8569793701172
1770719041.1087122,796,182.15997314453125
1770719042.5503771,797,165.69345092773438
1770719046.2091208,799,145.26495361328125
1770719048.3799324,800,160.83950805664062
1770719061.5700905,801,127.6405029296875
1770719066.028875,803,248.3793182373047
1770719071.9812398,806,238.42481994628906
1770719073.3523247,807,294.77716064453125
1770719076.591899,808,227.2233123779297
1770719078.3732889,809,188.8848114013672
1770719080.5735848,810,240.37095642089844
1770719096.3421836,812,283.58526611328125
1770719097.8362906,813,191.055908203125
1770719100.2736435,814,236.81434631347656
1770719104.94056,816,254.17347717285156
1770719106.8209465,817,244.81576538085938
1770719110.976639,819,203.37464904785156
1770719165.337027,822,303.6212158203125
1770719168.7105076,824,217.4130401611328
1770719170.2627895,825,295.6896667480469
1770719173.9364936,826,241.78431701660156
1770719179.2692943,829,286.5955505371094
1770719181.6637554,830,261.01312255859375
1770719198.5724406,832,238.7132110595703
1770719200.2348573,833,156.83982849121094
1770719203.9368205,835,233.4082794189453
1770719206.533205,836,242.19903564453125
1770719207.8244233,837,231.71243286132812
1770719211.4005961,839,235.52357482910156
1770719214.054984,840,266.50469970703125
1770719231.1428754,843,211.28334045410156
1770719234.7758207,844,286.84368896484375
1770719238.0628479,846,242.3762969970703
1770719239.5752094,847,203.5934600830078
1770719241.9224832,848,308.50946044921875
1770719243.3019333,849,280.341064453125
1770719260.4107533,851,192.9588165283203
1770719263.156826,852,196.62075805664062
1770719264.7579684,853,175.4312286376953
1770719269.0581257,854,296.8494567871094
1770719273.3092096,856,253.05345153808594
1770719276.8732932,858,235.07174682617188
1770719281.7263834,860,285.7476501464844
1770719294.3286889,861,257.43817138671875
1770719296.71109,862,284.3661804199219
1770719298.119202,863,250.6977996826172
1770719301.3673728,864,172.17665100097656
1770719309.9081397,868,279.71954345703125
1770719312.1916957,869,303.5174560546875
1770719314.6616406,870,232.2022247314453
1770719328.3801606,871,271.0369567871094
1770719337.5194483,874,266.5652160644531
1770719339.1503432,875,171.3228759765625
1770719341.1377506,876,288.9585266113281
1770719343.3182244,877,272.4688415527344
1770719345.740207,878,257.2690124511719
1770719350.4099476,880,236.1722869873047
1770719376.098069,881,198.494873046875
1770719378.7060294,882,294.3724670410156
1770719380.0712237,883,257.3121643066406
1770719384.6304932,885,192.98802185058594
1770719388.6095295,887,168.0223388671875
1770719390.865462,888,207.67398071289062
1770719391.942437,889,208.52333068847656
1770719395.0222409,890,291.47216796875
1770719408.2067678,891,253.31898498535156
1770719412.1845155,893,219.38072204589844
1770719415.3311706,894,244.62796020507812
1770719417.810816,895,250.0300750732422
1770719422.7818465,897,287.7803649902344
1770719425.2881408,898,160.11056518554688
1770719429.75881,900,272.61761474609375
1770719444.567095,901,65.04774475097656
1770719458.9860623,905,-129.27908325195312
1770719463.7332764,906,-61.99384689331055
1770719471.6033127,908,-58.98048782348633
1770719475.0882916,909,-37.39842224121094
1770719480.4550474,910,-67.50475311279297
1770719530.0787175,911,28.392189025878906
1770719535.2047858,912,-43.7401237487793
1770719538.3713124,913,-31.426362991333008
1770719544.3113961,914,-42.6020393371582
1770719552.544296,916,-92.68063354492188
1770719555.6937082,917,-22.622106552124023
1770719560.3669758,918,109.27629852294922
1770719588.4620647,921,-84.75102233886719
1770719592.9345822,922,-67.94117736816406
1770719595.58755,923,80.60871887207031
1770719600.1851113,924,-32.32221603393555
1770719608.2870421,926,-18.145143508911133
1770719644.0058072,932,-59.66184616088867
1770719646.8440976,933,218.92782592773438
1770719651.6916142,934,58.73902893066406
1770719653.9562755,935,-124.34993743896484
1770719658.2610974,936,-10.652579307556152
1770719672.6559443,940,118.16087341308594
1770719695.3168273,943,-43.84820556640625
1770719700.2166805,944,-11.24510383605957
1770719708.5911016,946,-52.18234634399414
1770719721.7028313,949,-40.80940628051758
1770719726.8889978,950,41.80980682373047
1770719739.0740952,952,8.503728866577148
1770719742.324998,953,57.74324417114258
1770719747.1568007,954,24.363319396972656
1770719750.0938218,955,102.35523986816406
1770719757.8515358,957,-39.14870071411133
1770719762.2499294,958,-104.66893768310547
1770719765.8325398,959,92.58253479003906
1770719770.4004173,960,217.7517852783203
1770719783.5482297,961,174.74134826660156
1770719788.5470989,962,19.309492111206055
1770719791.74808,963,-31.979774475097656
1770719794.7393034,964,168.78997802734375
1770719797.177356,965,-15.071526527404785
1770719804.5519931,967,32.59450149536133
1770719809.3709013,968,14.769177436828613
1770719817.1088274,970,71.2206802368164
1770719838.228731,972,52.49674987792969
1770719841.603786,973,23.542137145996094
1770719849.6360743,975,-43.06818389892578
1770719857.1069286,977,117.82379913330078
1770719861.7138898,978,198.92410278320312
1770719864.6074252,979,26.189865112304688
1770719868.9301639,980,130.90594482421875
1770719891.7546995,983,102.2540283203125
1770719896.2272935,984,78.86873626708984
1770719899.5919957,985,51.079002380371094
1770719904.3028355,986,100.24311828613281
1770719912.5052824,988,92.63631439208984
1770719915.665317,989,-4.349777698516846
1770719942.4222982,991,172.71524047851562
1770719946.7897382,992,61.28652572631836
1770719963.527939,997,-0.6670510172843933
1770719967.2462916,998,56.22040939331055
1770719975.0630474,1000,-31.906633377075195
1770720023.8646963,1001,3.2847635746002197
1770720031.1111245,1003,88.25852966308594
1770720035.770144,1004,200.00613403320312
1770720038.556204,1005,-18.963197708129883
1770720043.1047473,1006,148.1329803466797
1770720050.3971317,1008,13.163575172424316
1770720053.5575733,1009,10.395533561706543
1770720058.1919124,1010,16.882884979248047
1770720109.2496195,1012,147.8472442626953
1770720112.4177105,1013,-0.9300921559333801
1770720117.0016992,1014,263.7314453125
1770720120.040889,1015,109.31387329101562
1770720129.9340959,1018,-8.367390632629395
1770720134.820631,1020,127.20034790039062
1770720181.6787317,1023,-44.766021728515625
1770720188.184988,1025,169.2589111328125
1770720192.4332182,1026,77.83365631103516
1770720194.4327397,1027,62.82936096191406
1770720197.4084928,1028,109.33753204345703
1770720203.970544,1030,24.895559310913086
1770720256.1937246,1032,-19.36886978149414
1770720259.2360036,1033,69.39517974853516
1770720264.5113554,1034,163.69627380371094
1770720272.5239217,1036,12.574417114257812
1770720275.6703806,1037,-16.17771339416504
1770720280.4387357,1038,98.32284545898438
1770720283.549111,1039,51.98933792114258
1770720286.843471,1040,185.62127685546875
1770720312.6433005,1043,203.77734375
1770720317.3710055,1044,58.53373336791992
1770720320.6072674,1045,55.46927261352539
1770720339.0167959,1050,169.8609619140625
1770720387.6578705,1051,109.88227081298828
1770720392.3126774,1052,131.98793029785156
1770720394.4596434,1053,96.46720123291016
1770720402.8261542,1055,54.484214782714844
1770720407.9289706,1056,29.748292922973633
1770720411.3011417,1057,195.57774353027344
1770720413.8758636,1058,68.71116638183594
1770720417.2414813,1059,43.94844055175781
1770720452.151853,1064,54.65087890625
1770720454.4364634,1065,42.26136779785156
1770720455.0581608,1066,-49.86661148071289
1770720458.1081526,1067,180.81475830078125
1770720462.8822699,1068,-67.2418441772461
1770720465.6248858,1069,125.34549713134766
1770720482.6517348,1071,151.6244354248047
1770720487.122485,1072,80.59442901611328
1770720489.6848242,1073,156.347900390625
1770720491.9309416,1074,179.9977569580078
1770720495.1827617,1075,47.51248550415039
1770720499.2412617,1076,298.5713195800781
1770720502.5345683,1077,126.15318298339844
1770720505.3700325,1078,192.03524780273438
1770720507.0752673,1079,-5.951579570770264
1770720524.220172,1081,254.46600341796875
1770720528.1381764,1082,28.278215408325195
1770720530.5583785,1083,186.66197204589844
1770720535.1898081,1084,77.17826843261719
1770720537.6930137,1085,62.51508712768555
1770720540.1562402,1086,157.76405334472656
1770720541.9933596,1087,180.15655517578125
1770720548.0948365,1089,211.77960205078125
1770720580.0039296,1091,290.20526123046875
1770720586.6200047,1093,198.12603759765625
1770720590.1498275,1094,150.63966369628906
1770720593.8398204,1095,61.178138732910156
1770720599.9140882,1097,129.3074188232422
1770720606.4798217,1099,134.55105590820312
1770720609.6293676,1100,264.3207702636719
1770720626.086234,1102,110.18183135986328
